sample_id,location,adm_level,country,country_code,longitude,latitude,collection_context,date_of_collection,collection_method,dna_extraction_method,species,dna_concentration,sex_call,cohort,cohort_colour,coarse_cohort,coarse_cohort_colour,mitochondrial_id,3La,3Ra,3Rb,2Ra,2Rh
VBS17479,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.501,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17480,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.445,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17481,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.392,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17482,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.414,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,minus,plus,plus,plus,plus
VBS17483,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.667,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17484,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.677,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17485,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.26,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17486,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.293,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,plus,plus,plus,plus,plus
VBS17488,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.46,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,minus,plus,plus,plus,plus
VBS17489,Kpome,"Atlantique Department, Cotonou",Benin,BEN,2.2,6.383,Indoor,2014-04-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.542,F,Benin_Atlantique-Dept,#d1985a,EQ_Benin,#d1985a,funestus-lineageI-clusterB,het,plus,plus,plus,plus
VBS17490,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.265,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,plus
VBS17491,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.273,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,het,het,minus,plus,het
VBS17492,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.157,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,plus,minus,plus,het
VBS17494,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.122,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,het,het,het,plus,het
VBS17495,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.076,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,het
VBS17496,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.133,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,plus,minus,plus,het
VBS17497,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.2,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,het,minus,het,plus
VBS17498,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.377,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,het,het,minus,plus,het
VBS17499,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.445,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,minus
VBS17502,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.496,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,het,minus,plus,het
VBS17503,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.297,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,plus
VBS17504,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.371,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,het
VBS17505,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.15,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,plus
VBS17506,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.161,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,het,minus,plus,plus
VBS17508,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.187,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageII,minus,minus,minus,plus,het
VBS17509,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.634,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,plus,minus,plus,het
VBS17511,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.385,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageII,minus,het,minus,plus,minus
VBS17512,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.093,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,het,minus,plus,het
VBS17514,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.227,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,het,het,minus,plus,het
VBS17515,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.144,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,het,minus,het,het
VBS17516,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.176,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,het,minus,minus,het,plus
VBS17517,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.122,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,plus
VBS17518,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.479,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,minus
VBS17520,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.091,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,plus
VBS17522,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.176,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,het
VBS17523,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.363,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,het,plus
VBS17524,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.906,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,het,minus,plus,het
VBS17526,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.314,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,het
VBS17527,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.445,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,plus,plus
VBS17528,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.558,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,minus,minus,het,plus
VBS17529,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.507,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,het,het,minus,plus,het
VBS17532,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.909,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,het,minus,plus,plus
VBS17534,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.147,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,plus,minus,plus,plus
VBS17539,Kinshasa,"Kinshasa, Lukunga",Democratic Republic of the Congo,COD,15.313,-4.327,Indoor,2015-05-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.367,F,DRC_Kinshasa,#e377c2,S_central,#ff7f0e,funestus-lineageI-clusterA,minus,het,minus,het,plus
VBS17540,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.059,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,minus
VBS17541,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.084,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,minus
VBS17543,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.221,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,het
VBS17544,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.093,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,minus,plus,minus
VBS17545,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.157,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,het,plus,minus
VBS17546,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.191,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,minus,plus,het
VBS17547,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.177,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,het,plus,minus
VBS17548,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.323,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,minus
VBS17549,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.223,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,het
VBS17550,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.214,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,het,het
VBS17551,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.073,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,het
VBS17552,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.487,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,minus
VBS17553,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.161,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,minus
VBS17554,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.159,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,het
VBS17555,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.277,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,minus
VBS17556,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.368,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,het,plus,minus
VBS17557,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.186,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,minus,plus,minus
VBS17558,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.093,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,het,het,het,plus,minus
VBS17559,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,-1,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,plus,plus,minus
VBS17560,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.334,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,het,plus,minus
VBS17561,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.234,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,minus,plus,minus
VBS17562,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.423,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,het
VBS17563,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.355,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,plus,plus,minus
VBS17564,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.273,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,het,het,het
VBS17565,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.268,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,het,plus,minus
VBS17566,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.211,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,het,plus,minus
VBS17567,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.241,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,het,het,het
VBS17568,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.321,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,minus
VBS17570,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.475,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,het,plus,het
VBS17571,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.066,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,het,het
VBS17572,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.28,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,plus,het,het,het
VBS17573,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.166,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,minus,plus
VBS17574,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.146,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,het,plus,minus
VBS17575,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.191,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,het
VBS17576,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.282,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,het,het
VBS17577,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.171,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,minus
VBS17578,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.234,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,minus
VBS17579,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.186,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,het,plus,minus
VBS17580,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.32,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,het,het,plus,het
VBS17581,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.183,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,plus,het,het,het
VBS17582,Akaka Remo,"Ogun State,",Nigeria,NGA,3.717,6.95,Indoor,2015-01-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.32,F,Nigeria_Ogun-State,#d2691e,EQ_central,#d62728,funestus-lineageI-clusterB,minus,minus,minus,plus,minus
VBS17583,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.406,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,plus,plus,het,plus
VBS17585,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.178,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,minus,het,het,plus
VBS17586,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,1.086,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,het,het,het,het,plus
VBS17587,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.535,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,plus,plus
VBS17588,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.22,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,het,minus,plus
VBS17589,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.234,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,minus,plus,het,plus
VBS17591,Katete,"Eastern Province, Katete",Zambia,ZMB,31.867,-14.183,Indoor,2016-08-01,Indoor resting catch,Qiagen DNeasy,Anopheles funestus,0.285,F,Zambia_Eastern-Prov,#7bccc4,S_east,#1f77b4,funestus-lineageI-clusterA,minus,het,minus,minus,plus
